SET	PDB_ID	CLUSTER_ID
TEST	4v73_A1	652
TEST	3j46_p	652
TEST	7pjv_w	652
TEST	7pjx_w	652
TEST	7n30_Pt	652
TEST	7pjt_w	652
TEST	7pjw_w	652
TEST	7pju_w	652
TEST	7n2v_Pt	652
TEST	5e7k_4K	2589
TEST	3iab_R	2635
TEST	1h1k_K	6
TEST	1h1k_J	6
TEST	1h1k_M	6
TEST	2wwa_G	1270
TEST	2ww9_G	1270
TEST	2b2g_R	1557
TEST	1zbh_E	877
TEST	1zbh_F	877
TEST	4ypb_XX	1111
TEST	4w4g_XX	1111
TEST	4yzv_XX	1111
TEST	6wd3_4	150
TEST	6wd5_4	150
TEST	4ts0_Y	679
TEST	4ts2_Y	679
TEST	4v6l_AD	1490
TEST	7vg3_C	1846
TEST	6j6q_B	2300
TEST	7ki3_B	1774
TEST	3bnn_A	2275
TEST	6x43_Q	1295
TEST	6rin_T	1053
TEST	1qbp_A	716
TEST	1qbp_C	716
TEST	6mfr_E	1142
TEST	6mdz_E	1142
TEST	2et3_A	2682
TEST	2kez_A	1560
TEST	4zsn_QX	1336
TEST	2nvx_T	72
TEST	3gtj_T	72
TEST	3gtm_N	72
TEST	1mnx_A	1059
TEST	2d18_B	2493
TEST	6o1l_O	133
TEST	6o1l_P	133
TEST	6o1k_P	133
TEST	6o1m_P	133
TEST	6o1k_O	133
TEST	6o1m_O	133
TEST	2czj_B	9
TEST	2czj_F	9
TEST	2czj_H	9
TEST	2czj_D	9
TEST	6iv9_B	1317
TEST	6iv8_D	1317
TEST	6iv8_B	1317
TEST	5u34_B	267
TEST	5wqe_B	267
TEST	5u30_B	267
TEST	5u33_B	267
TEST	5u31_B	267
TEST	4tuc_XY	1297
TEST	4tue_XY	1297
TEST	4tud_XY	1297
TEST	5fj1_A	916
TEST	5fj1_D	916
TEST	5fj1_F	916
TEST	5fj1_B	916
TEST	5fj1_C	916
TEST	5fj1_G	916
TEST	5fj1_H	916
TEST	5fj1_E	916
TEST	4fnj_A	1550
TEST	4pcj_A	1550
TEST	1ze2_C	1556
TEST	7py5_N	2452
TEST	5nfv_C	1002
TEST	6i1k_C	1002
TEST	6omv_E	1410
TEST	7eia_B	850
TEST	6aeg_C	398
TEST	6aeb_C	398
TEST	6aeb_G	398
TEST	6gov_L	954
TEST	5nrl_2	14
TEST	7oqb_2	14
TEST	2lpa_A	1944
TEST	7st7_4	1502
TEST	2n2o_A	2143
TEST	6hak_F	609
TEST	6hak_P	609
TEST	7eon_A	728
TEST	7eop_A	728
TEST	7eoo_A	728
TEST	7eoj_A	728
TEST	7eoh_A	728
TEST	7eok_A	728
TEST	7eog_A	728
TEST	7eoi_A	728
TEST	7eom_A	728
TEST	7eol_A	728
TEST	1ie1_A	1513
TEST	1u2a_A	1650
TEST	7kga_A	83
TEST	7kga_B	83
TEST	4by9_A	344
TEST	4by9_B	344
TEST	6ri9_T	2258
TEST	2bny_R	231
TEST	2c51_R	231
TEST	2izn_R	231
TEST	6o0x_D	2383
TEST	4ay2_C	2225
TEST	4wqs_G	845
TEST	2rp0_A	2570
TEST	6tw1_V	220
TEST	6t0s_V	220
TEST	6szu_V	220
TEST	2r7z_T	1746
TEST	6qyz_C	844
TEST	6qyz_A	844
TEST	6qyz_E	844
TEST	6qyz_D	844
TEST	6qyz_B	844
TEST	5lm7_G	51
TEST	5lm7_R	51
TEST	6rxt_C2	104
TEST	5oql_2	104
TEST	6rxu_C2	104
TEST	6rxx_C2	104
TEST	6rxy_C2	104
TEST	5jpq_3	104
TEST	6rxv_C2	104
TEST	6rxz_C2	104
TEST	5y87_D	820
TEST	5y85_D	820
TEST	5y85_B	820
TEST	5y87_B	820
TEST	7eia_C	2216
TEST	2mff_D	368
TEST	3izz_D	1040
TEST	7ox9_C	623
TEST	7ox8_C	623
TEST	1y99_B	2328
TEST	5z71_A	1613
TEST	1ajf_A	1898
TEST	3suh_X	620
TEST	3suy_X	620
TEST	3sux_X	620
TEST	6ymk_A	553
TEST	6yml_A	553
TEST	6ymi_M	553
TEST	6ymk_F	553
TEST	6yl5_A	553
TEST	6ymj_A	553
TEST	6ymj_F	553
TEST	6ymk_M	553
TEST	6yl5_I	553
TEST	6ymm_A	553
TEST	6ymj_M	553
TEST	6yl5_E	553
TEST	6ylb_M	553
TEST	6ymi_A	553
TEST	6ylb_F	553
TEST	6ylb_A	553
TEST	6ymi_F	553
TEST	6v4x_Y	1913
TEST	4v6z_A1	613
TEST	4v73_A3	613
TEST	6o97_1w	332
TEST	6nd6_1w	332
TEST	6cae_1w	332
TEST	4wpo_DW	332
TEST	6uo1_2w	332
TEST	4v6f_BB	332
TEST	4w2i_CW	332
TEST	6qnr_1K	332
TEST	5doy_1w	332
TEST	7rq9_1w	332
TEST	1vy4_AW	332
TEST	5j4c_2w	332
TEST	6xhy_1w	332
TEST	6gsk_1K	332
TEST	6xhw_1w	332
TEST	3j0l_Y	332
TEST	5ndj_W4	332
TEST	1vy4_CW	332
TEST	4v7c_AV	332
TEST	4wro_1K	332
TEST	4v6g_CB	332
TEST	6qnq_1K	332
TEST	1vy5_CW	332
TEST	5wit_2w	332
TEST	4wt8_C2	332
TEST	3j46_a	332
TEST	6xhw_2w	332
TEST	4w2g_CW	332
TEST	4w2g_AW	332
TEST	5ndk_W1	332
TEST	6cfj_1w	332
TEST	7rq8_2w	332
TEST	4z3s_1w	332
TEST	3j0o_Y	332
TEST	6xhv_1w	332
TEST	6gsj_1K	332
TEST	6nd5_2w	332
TEST	5jte_AW	332
TEST	4y4p_1w	332
TEST	6nd5_1w	332
TEST	4y4p_2w	332
TEST	6xhy_2w	332
TEST	4wzo_1K	332
TEST	5aa0_BD	332
TEST	4wsd_1L	332
TEST	5wit_1w	332
TEST	4w2i_AW	332
TEST	1vy5_AW	332
TEST	6gsk_1L	332
TEST	5doy_2w	332
TEST	4w2f_CW	332
TEST	5w4k_1w	332
TEST	4wqr_1L	332
TEST	7rq9_2w	332
TEST	5wis_1w	332
TEST	4z3s_2w	332
TEST	6nd6_2w	332
TEST	4w2f_AW	332
TEST	4v6f_CB	332
TEST	4wsd_1K	332
TEST	6qnr_1L	332
TEST	5j4b_1w	332
TEST	6o97_2w	332
TEST	6of1_2w	332
TEST	5w4k_2w	332
TEST	4wqr_1K	332
TEST	6of1_1w	332
TEST	4wpo_BW	332
TEST	4wro_1L	332
TEST	5j4b_2w	332
TEST	4wt1_1K	332
TEST	6uo1_1w	332
TEST	5wis_2w	332
TEST	5ndj_W1	332
TEST	6cae_2w	332
TEST	6xhv_2w	332
TEST	3j0p_Y	332
TEST	5j4c_1w	332
TEST	6gsj_1L	332
TEST	7rq8_1w	332
TEST	5ndk_W4	332
TEST	4wt1_1L	332
TEST	6cfj_2w	332
TEST	4qoz_D	389
TEST	4l8r_D	389
TEST	6em1_6	37
TEST	6em3_6	37
TEST	7ohp_6	37
TEST	7ohr_6	37
TEST	6ylx_6	37
TEST	6yly_6	37
TEST	5z3g_C	37
TEST	7ohw_6	37
TEST	7btb_6	37
TEST	6cb1_6	37
TEST	6elz_6	37
TEST	7ohs_6	37
TEST	7ohx_6	37
TEST	6c0f_6	37
TEST	7ohv_6	37
TEST	6em5_6	37
TEST	7ohq_6	37
TEST	6em4_6	37
TEST	3jct_6	37
TEST	6m62_6	37
TEST	7nsi_AV	184
TEST	6ydw_AY	184
TEST	7odf_E	1163
TEST	6gmh_P	985
TEST	1m5o_D	2255
TEST	5vj9_D	331
TEST	5vjb_D	331
TEST	5vjb_C	331
TEST	5vj9_C	331
TEST	5ndh_C	331
TEST	5ndh_D	331
TEST	5ndh_B	331
TEST	5lmq_Y	2209
TEST	1xpe_A	1160
TEST	2b8r_A	1160
TEST	6n1d_BMRN	1073
TEST	6wb1_D	2485
TEST	2ab4_B	2234
TEST	2ake_B	20
TEST	7abz_7	20
TEST	6vwn_5	20
TEST	2dr2_B	20
TEST	2azx_C	20
TEST	6vwm_5	20
TEST	7d58_R	1806
TEST	1jtj_A	2139
TEST	1d6k_B	1417
TEST	7elh_R	1477
TEST	3siv_C	511
TEST	3siv_I	511
TEST	5uyp_V	1769
TEST	4kyy_B	542
TEST	6jbf_C	1962
TEST	5ndi_D	363
TEST	5ndi_A	363
TEST	5zeg_A	1346
TEST	1ull_A	2441
TEST	2fmt_C	293
TEST	2fmt_D	293
TEST	3v11_D	293
TEST	3cw5_A	293
TEST	6ahu_T	293
TEST	6k0b_U	293
TEST	6k0b_V	293
TEST	5jb3_4	293
TEST	3cw6_A	293
TEST	6ah3_T	293
TEST	7chd_I	293
TEST	7chd_J	293
TEST	4v6y_A3	293
TEST	7n0c_T	2273
TEST	6tqn_L	2555
TEST	5w66_S	2476
TEST	4pwd_P	2625
TEST	7dd4_A	1821
TEST	6zu1_CT	762
TEST	6ztl_CT	762
TEST	6ztn_CT	762
TEST	6ztj_CT	762
TEST	6zto_CT	762
TEST	6ztp_CT	762
TEST	6ztm_CT	762
TEST	4m30_C	119
TEST	4m2z_C	119
TEST	4m2z_D	119
TEST	4m30_D	119
TEST	5axw_B	668
TEST	6rja_G	668
TEST	6rj9_D	668
TEST	7el1_B	668
TEST	6m0x_B	668
TEST	6rjd_D	668
TEST	5czz_B	668
TEST	6rjg_D	668
TEST	6m0w_B	668
TEST	6rja_D	668
TEST	6m0v_B	668
TEST	7o0g_F	1467
TEST	2oiy_A	350
TEST	2oij_A	350
TEST	3far_A	350
TEST	2l2k_A	736
TEST	6mfr_F	833
TEST	6mdz_F	833
TEST	6j6n_B	1388
TEST	2m4q_1	1096
TEST	2y9h_H	1308
TEST	2y9h_D	1308
TEST	5y87_A	1352
TEST	5y85_A	1352
TEST	5msf_S	858
TEST	5msf_R	858
TEST	1u1y_S	858
TEST	1u1y_R	858
TEST	3moj_A	1438
TEST	6ymk_O	1202
TEST	6ymj_I	1202
TEST	6yl5_K	1202
TEST	6ymk_I	1202
TEST	6yl5_G	1202
TEST	6ylb_O	1202
TEST	6ylb_I	1202
TEST	6ymj_O	1202
TEST	6ymi_I	1202
TEST	6ymi_O	1202
TEST	2gv3_A	1506
TEST	1uui_B	1771
TEST	4phy_A	2265
TEST	1msw_T	1092
TEST	2bj2_B	1594
TEST	5xlo_K	1674
TEST	7d82_A	864
TEST	7d81_A	864
TEST	3hjy_D	2545
TEST	1r2p_A	2161
TEST	7st6_4	1491
TEST	6vu3_7	2153
TEST	6q8u_A	79
TEST	6q8u_B	79
TEST	6qn3_B	341
TEST	6qn3_A	341
TEST	4kz2_B	1258
TEST	1jur_A	1922
TEST	6ytf_7	2170
TEST	2oiu_Q	2095
TEST	7abf_Z	935
TEST	7abg_Z	935
TEST	6hct_A	1469
TEST	2zni_C	843
TEST	2zni_D	843
TEST	3t4b_A	1071
TEST	6whi_O	1593
TEST	5bjp_E	1051
TEST	6e84_A	1051
TEST	6e81_A	1051
TEST	6e82_A	1051
TEST	5bjo_E	1051
TEST	5lj5_E	1318
TEST	5lj3_E	1318
TEST	6h66_X	305
TEST	7bkq_X	305
TEST	6g1x_X	305
TEST	6h61_X	305
TEST	7nga_Y	305
TEST	6g1s_X	305
TEST	6h0r_A	2207
TEST	2mf1_G	2296
TEST	4s3n_B	1772
TEST	6c8o_B	252
TEST	6c8n_B	252
TEST	6c8n_A	252
TEST	6c8m_A	252
TEST	6c8o_A	252
TEST	1s34_A	2734
TEST	6j9e_H	2219
TEST	5msg_R	2523
TEST	7p0v_B	1412
TEST	5btm_B	33
TEST	5btm_A	33
TEST	4k27_U	33
TEST	1jwc_A	2101
TEST	5y58_Y	617
TEST	5y58_X	617
TEST	5y58_Z	617
TEST	2lwk_A	2356
TEST	2pcv_A	1333
TEST	5kpv_29	998
TEST	1k9w_A	1617
TEST	5voe_A	1946
TEST	5vof_A	1946
TEST	5ndj_Y1	651
TEST	5ndk_Y1	651
TEST	5zlu_DD	322
TEST	3q1r_C	322
TEST	3q1q_C	322
TEST	5ddp_A	1199
TEST	5ddr_A	1199
TEST	5ddp_B	1199
TEST	5ddr_B	1199
TEST	4pwd_E	1276
TEST	1a60_A	1901
TEST	2kvn_A	1622
TEST	6v4x_Z	1564
TEST	1lux_A	1716
TEST	5e54_B	1343
TEST	5e54_A	1343
TEST	5swd_A	1343
TEST	5swd_B	1343
TEST	3fu2_A	196
TEST	3fu2_B	196
TEST	3k1v_A	196
TEST	3fu2_C	196
TEST	4p3s_B	923
TEST	3td1_A	923
TEST	5zei_A	923
TEST	4k32_A	923
TEST	4x4n_G	356
TEST	4x4t_G	356
TEST	4x4u_G	356
TEST	6d9j_4	1434
TEST	5t3k_B	494
TEST	1t0d_B	494
TEST	6ndk_XY	1378
TEST	4ghl_E	2489
TEST	2npy_D	948
TEST	3gs8_D	948
TEST	2p7f_D	948
TEST	3gs1_D	948
TEST	3gs5_C	948
TEST	6ord_QX	67
TEST	6of6_QX	67
TEST	5f9r_C	1494
TEST	2ktz_A	2619
TEST	1xok_A	973
TEST	2gv4_A	2154
TEST	7n1p_mR	838
TEST	1eht_A	1791
TEST	4oqu_A	933
TEST	4l81_A	933
TEST	4bkk_A	713
TEST	5vvs_T	2107
TEST	5kpw_29	2733
TEST	1z31_A	1863
TEST	7og0_D	1361
TEST	5x22_G	301
TEST	5x21_G	301
TEST	5x22_Q	301
TEST	3x1l_I	2347
TEST	3dkn_F	2499
TEST	6aau_A	2510
TEST	6mur_G	563
TEST	6muu_G	563
TEST	6o7e_G	563
TEST	6o7h_G	563
TEST	6vmy_A	2478
TEST	4wsd_3K	323
TEST	5el7_3K	323
TEST	4wt1_3K	323
TEST	4wqr_3K	323
TEST	4wzo_3K	323
TEST	5el5_3K	323
TEST	4wro_3K	323
TEST	5el5_3L	323
TEST	7kx9_C	1779
TEST	3bo1_D	2735
TEST	3bo0_D	2735
TEST	6z9q_K	1436
TEST	2y9h_N	278
TEST	2y9h_P	278
TEST	2b6g_B	1908
TEST	4gpy_A	2450
TEST	2e2h_T	1014
TEST	2nvz_T	1014
TEST	5ddo_B	1579
TEST	1hmh_C	1011
TEST	6ow3_H	1305
TEST	3zla_J	1231
TEST	1c04_F	2526
TEST	430d_A	2526
TEST	7wb1_C	2459
TEST	3loa_A	1695
TEST	2l2j_A	1078
TEST	3bns_A	379
TEST	3bnq_A	379
TEST	3bnr_A	379
TEST	5zwo_G	367
TEST	5zwm_G	367
TEST	6y0y_A	2318
TEST	5lqw_9	1835
TEST	7dok_T	1678
TEST	5w64_T	2486
TEST	2f4x_A	211
TEST	2f4x_B	211
TEST	6o6c_M	1445
TEST	6l0y_B	1925
TEST	2gbh_A	897
TEST	2l3j_B	897
TEST	387d_A	1637
TEST	2j28_8	2657
TEST	3ts2_U	1018
TEST	7qv2_A	1507
TEST	1dfu_M	392
TEST	6nta_QV	636
TEST	6nsh_QV	636
TEST	7ap8_T	1684
TEST	1f7h_A	1393
TEST	7rim_T	2714
TEST	2l6i_A	2316
TEST	1egk_A	394
TEST	1egk_C	394
TEST	7riw_N	1840
TEST	484d_B	1461
TEST	4v6o_AC	1975
TEST	4tuc_QY	1817
TEST	5lmn_Y	408
TEST	5h0r_I	1940
TEST	6gte_B	2360
TEST	6wmp_G	2679
TEST	5nrl_6	483
TEST	5zwm_F	483
TEST	5zwo_F	483
TEST	6vyq_A	324
TEST	6vyt_A	324
TEST	6vys_A	324
TEST	4v67_CZ	324
TEST	6x6t_B	324
TEST	6wd6_6	324
TEST	6wd9_6	324
TEST	4v9q_DW	324
TEST	4v8c_DD	324
TEST	6xdq_A	324
TEST	4ypb_XW	324
TEST	4v7k_Bw	324
TEST	6c4i_y	324
TEST	6vyy_B	324
TEST	4v6g_AD	324
TEST	4v87_BD	324
TEST	6wd7_6	324
TEST	4v63_CZ	324
TEST	4v7j_Bw	324
TEST	6otr_XW	324
TEST	6bok_GB	324
TEST	6xgf_A	324
TEST	6wdb_6	324
TEST	6xgf_B	324
TEST	4v8x_CW	324
TEST	6xdr_B	324
TEST	4v7j_Aw	324
TEST	6xdr_A	324
TEST	6wd5_6	324
TEST	6boh_IB	324
TEST	6vyr_B	324
TEST	6vzj_B	324
TEST	4v67_AZ	324
TEST	6wd3_6	324
TEST	6vu3_B	324
TEST	6vys_B	324
TEST	4w4g_XW	324
TEST	6vyu_A	324
TEST	4v9b_CD	324
TEST	6x7k_B	324
TEST	4v9q_BW	324
TEST	4v6g_CD	324
TEST	6boh_D	324
TEST	5d8b_XC	324
TEST	6wdi_6	324
TEST	6wd8_6	324
TEST	4v8b_CD	324
TEST	6dnc_D	324
TEST	6xdq_B	324
TEST	6oxa_XW	324
TEST	4v5k_CW	324
TEST	4v8b_AD	324
TEST	6wdh_6	324
TEST	6vyw_B	324
TEST	6vzj_A	324
TEST	6vyy_A	324
TEST	6vyx_B	324
TEST	6x9q_B	324
TEST	6x7k_A	324
TEST	6qnq_3L	324
TEST	6xii_B	324
TEST	6vyz_A	324
TEST	6vu3_A	324
TEST	6wd4_6	324
TEST	6vyx_A	324
TEST	4v63_AZ	324
TEST	6qnq_3K	324
TEST	6b4v_D	324
TEST	6vz5_A	324
TEST	6xij_B	324
TEST	6wde_6	324
TEST	6vz5_B	324
TEST	6b4v_HB	324
TEST	6vz2_B	324
TEST	4v7k_Aw	324
TEST	4v5k_AW	324
TEST	4v9b_AD	324
TEST	6xii_A	324
TEST	4v8x_AW	324
TEST	6x7f_B	324
TEST	6x7f_A	324
TEST	6vz7_B	324
TEST	6vz7_A	324
TEST	6wdm_6	324
TEST	6wdc_6	324
TEST	5u4i_y	324
TEST	4v87_CD	324
TEST	6wdj_6	324
TEST	6vyu_B	324
TEST	6vyr_A	324
TEST	5d8b_BD	324
TEST	6x6t_A	324
TEST	6wdl_6	324
TEST	6vz2_A	324
TEST	6vyz_B	324
TEST	4v8c_CD	324
TEST	6wdd_6	324
TEST	6x9q_A	324
TEST	6wd2_6	324
TEST	6vyt_B	324
TEST	6vyw_A	324
TEST	6vyq_B	324
TEST	4v8q_BW	324
TEST	6wdk_6	324
TEST	6xij_A	324
TEST	6bok_D	324
TEST	1qbp_F	1848
TEST	3u56_B	144
TEST	5npm_B	144
TEST	5ml7_B	144
TEST	3umy_B	144
TEST	4qg3_B	144
TEST	5ml7_A	144
TEST	3u4m_B	144
TEST	4qvi_B	144
TEST	4s3n_C	2551
TEST	1biv_A	1829
TEST	1p6v_D	1282
TEST	6tz2_M	1787
TEST	6kl9_G	32
TEST	6iv6_G	32
TEST	7abi_Z	2199
TEST	3ciy_C	937
TEST	3ciy_D	937
TEST	5v6x_C	435
TEST	5ud5_C	435
TEST	5v6x_D	435
TEST	5ud5_D	435
TEST	1feu_C	797
TEST	2n6s_A	1844
TEST	5bjo_Y	568
TEST	5bjp_Y	568
TEST	3dkn_E	1554
TEST	5b2p_C	2091
TEST	5b2o_C	2091
TEST	5b2q_C	2091
TEST	1j7t_A	269
TEST	3s4p_B	269
TEST	3ovb_D	525
TEST	3ouy_C	525
TEST	3ovs_D	525
TEST	3ovb_C	525
TEST	3ovs_C	525
TEST	3ouy_D	525
TEST	3ova_C	525
TEST	3ov7_D	525
TEST	3ov7_C	525
TEST	6tqo_L	2746
TEST	3j45_2	2470
TEST	3j46_2	2470
TEST	1kp7_A	1561
TEST	5b2s_C	1
TEST	5b2r_C	1
TEST	5b2t_C	1
TEST	6ai6_C	1
TEST	1yzd_B	1006
TEST	5o9z_2	654
TEST	7abg_2	654
TEST	6ifl_I	584
TEST	6ifr_N	584
TEST	6ify_I	584
TEST	6ifz_I	584
TEST	6ifk_N	584
TEST	6ig0_N	584
TEST	6ifu_I	584
TEST	6alh_A	2086
TEST	6t0n_R	2147
TEST	6x2n_Q	1610
TEST	7edn_A	1464
TEST	6xb7_A	1652
TEST	7eu0_N	1813
TEST	6vyx_6	2033
TEST	6x7f_6	2033
TEST	6x7k_6	2033
TEST	6vyt_6	2033
TEST	6vzj_6	2033
TEST	6vu3_6	2033
TEST	6xii_6	2033
TEST	6x6t_6	2033
TEST	6vz2_6	2033
TEST	6vyr_6	2033
TEST	6vyw_6	2033
TEST	6vyu_6	2033
TEST	6vz7_6	2033
TEST	6x9q_6	2033
TEST	6xdq_6	2033
TEST	6vyz_6	2033
TEST	6p19_2	2033
TEST	6xij_6	2033
TEST	6vyy_6	2033
TEST	6xdr_6	2033
TEST	6vz5_6	2033
TEST	6vyq_6	2033
TEST	6vys_6	2033
TEST	6xgf_6	2033
TEST	7mkn_N	2323
TEST	6kc8_C	562
TEST	6jdv_C	562
TEST	1g1x_I	203
TEST	1g1x_D	203
TEST	6hak_T	895
TEST	6hak_E	895
TEST	6xn4_R	121
TEST	6xn7_R	121
TEST	6xn3_R	121
TEST	5wsg_D	1289
TEST	5gmk_D	1289
TEST	6bk8_5	1289
TEST	7b9v_5	1289
TEST	6exn_5	1289
TEST	5ns4_D	160
TEST	1mji_D	160
TEST	5ns4_C	160
TEST	1mji_C	160
TEST	7wb0_B	692
TEST	1cql_A	455
TEST	4jng_L	2511
TEST	2cd6_A	2620
TEST	4jrc_A	527
TEST	4jrc_B	527
TEST	3gs5_A	2348
TEST	6xl9_N	97
TEST	6xh8_1	97
TEST	3gtk_T	1254
TEST	3gtg_T	1254
TEST	4kyy_A	1520
TEST	6vzc_A	2415
TEST	1ow9_A	1060
TEST	4a4u_A	2083
TEST	4v5a_CW	12
TEST	7k52_6	12
TEST	4v5f_AW	12
TEST	4v5a_AW	12
TEST	5jbh_4	12
TEST	4v8u_AW	12
TEST	4v5f_CW	12
TEST	4v8u_CW	12
TEST	7k55_6	12
TEST	4mgn_D	159
TEST	4v77_A1	159
TEST	4v76_A1	159
TEST	4mgn_B	159
TEST	4v7a_A1	159
TEST	7jnh_B	2498
TEST	7d3j_D	1219
TEST	5aj0_Bx	752
TEST	2rfk_D	1458
TEST	2ke6_A	2248
TEST	2go5_A	1227
TEST	1ry1_A	1227
TEST	1mfq_A	1227
TEST	2j37_A	1227
TEST	7obq_1	1227
TEST	4v6g_C1	2381
TEST	5vpp_QX	925
TEST	5vpp_XX	925
TEST	6rie_P	1402
TEST	5ktj_B	1713
TEST	5k36_L	2024
TEST	1am0_A	732
TEST	1pbr_A	1985
TEST	6hc5_A	46
TEST	5nef_A	46
TEST	5neq_A	46
TEST	5neo_A	46
TEST	6hbx_A	46
TEST	5nep_A	46
TEST	5nom_A	46
TEST	5nex_A	46
TEST	6hbt_A	46
TEST	3sj2_A	2465
TEST	2n7m_X	2263
TEST	5xz1_D	2738
TEST	4v6q_AC	1026
TEST	6zqf_D4	1527
TEST	6exv_T	882
TEST	488d_A	1945
TEST	6jcy_G	2592
TEST	6kj6_G	2393
TEST	3gm7_H	262
TEST	3szx_B	262
TEST	3szx_A	262
TEST	4qjh_C	1585
TEST	1cq5_A	1984
TEST	5u33_C	418
TEST	5u31_C	418
TEST	5u30_C	418
TEST	5w51_T	486
TEST	5w4u_T	486
TEST	4v97_CY	65
TEST	4v97_AY	65
TEST	7lh5_CY	65
TEST	3e3j_X	2457
TEST	5gap_U	1067
TEST	5xwg_A	1473
TEST	2bh2_D	1196
TEST	6ny2_D	2426
TEST	4pwd_F	2293
TEST	6db8_R	124
TEST	6db9_R	124
TEST	2lub_A	1868
TEST	6u7z_A	846
TEST	2fqn_B	362
TEST	2o3y_B	362
TEST	4y1m_A	1138
TEST	5zam_C	1400
TEST	6n9v_T	2221
TEST	1ync_A	1354
TEST	6xas_N	952
TEST	4rgf_C	861
TEST	5dun_A	861
TEST	4rge_C	861
TEST	4rge_B	861
TEST	4rgf_A	861
TEST	4rgf_B	861
TEST	4rge_A	861
TEST	6iqw_I	2134
TEST	2xli_B	2693
TEST	4by1_T	982
TEST	4f8u_A	1802
TEST	1duh_A	694
TEST	2krp_A	2436
TEST	6ubu_B	586
TEST	6uc8_B	586
TEST	3fo4_A	586
TEST	2b57_A	586
TEST	2ees_A	586
TEST	3ger_A	586
TEST	6uc7_B	586
TEST	2eet_A	586
TEST	6uc9_B	586
TEST	2xnw_A	586
TEST	4fej_B	586
TEST	4fep_B	586
TEST	3g4m_A	586
TEST	2eeu_A	586
TEST	3gog_A	586
TEST	2eev_A	586
TEST	4fe5_B	586
TEST	2g9c_A	586
TEST	4feo_B	586
TEST	4fen_B	586
TEST	4fel_B	586
TEST	3gao_A	586
TEST	2xnz_A	586
TEST	2xo1_A	586
TEST	3fo6_A	586
TEST	3ds7_A	586
TEST	2eew_A	586
TEST	3got_A	586
TEST	3ds7_B	586
TEST	3ges_A	586
TEST	6bjh_D	1696
TEST	7nwg_33	214
TEST	6zvi_e	214
TEST	6gqb_AX	214
TEST	3j7r_S6	214
TEST	6hcq_33	214
TEST	6gqv_AY	214
TEST	6y57_B4	214
TEST	6hcj_33	214
TEST	6gq1_AX	214
TEST	1j7t_B	397
TEST	2et4_B	397
TEST	3j7r_S5	1162
TEST	6hcq_q3	1162
TEST	6hcj_q3	1162
